University Name,City,Category,Website,Website Domain,Confidence,Source
"Government Engineering College, Kaimur",Kaimur,Government Engineering Colleges,https://www.geckaimur.ac.in,www.geckaimur.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Engineering College, Khagaria",Khagaria,Government Engineering Colleges,https://www.geckhagaria.org.in,www.geckhagaria.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Engineering College, Kishanganj",Kishanganj,Government Engineering Colleges,https://www.geckishanganj.org,www.geckishanganj.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Engineering College, Madhubani",Madhubani,Government Engineering Colleges,https://www.gecmadhubani.ac.in,www.gecmadhubani.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Engineering College, Nawada",Nawada,Government Engineering Colleges,https://www.gecnawada.org.in,www.gecnawada.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Engineering College, Samastipur",Samastipur,Government Engineering Colleges,https://www.gecsamastipur.ac.in,www.gecsamastipur.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Engineering College, Sheikhpura",Sheikhpura,Government Engineering Colleges,https://www.gecsheikhpura.org.in,www.gecsheikhpura.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Engineering College, Sheohar",Sheohar,Government Engineering Colleges,https://www.gecsheohar.ac.in,www.gecsheohar.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Engineering College, Siwan",Siwan,Government Engineering Colleges,https://www.gecsiwan.org,www.gecsiwan.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Engineering College, Vaishali",Vaishali,Government Engineering Colleges,https://www.gecvaishali.ac.in,www.gecvaishali.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Government Engineering College, West Champaran",West Champaran,Government Engineering Colleges,https://www.gecwc.ac.in,www.gecwc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Loknayak Jai Prakash Institute of Technology,Saran,Government Engineering Colleges,https://www.lnjpitchapra.ac.in/,www.lnjpitchapra.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Rashtrakavi Ramdhari Singh Dinkar College of Engineering,Begusarai,Government Engineering Colleges,https://www.rrsdcebgs.ac.in/,www.rrsdcebgs.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Shri Phanishwar Nath Renu Engineering College,Araria,Government Engineering Colleges,https://www.spnrecararia.ac.in/,www.spnrecararia.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
BIT Mesra Extension Centre,Patna,Aided/Private Engineering Colleges,https://bitmesra.ac.in/,bitmesra.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Buddha Institute of Technology, Gaya",Gaya,Aided/Private Engineering Colleges,https://bodhgayabit.org/,bodhgayabit.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Dr. APJ Abdul Kalam Women's Institute of Technology,Darbhanga,Aided/Private Engineering Colleges,https://witlnmu.ac.in/,witlnmu.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Millia Institute of Technology,Purnea,Aided/Private Engineering Colleges,https://www.mitpurnia.org/,www.mitpurnia.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Moti Babu Institute of Technology,Forbesganj,Aided/Private Engineering Colleges,https://mbit.in/,mbit.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Netaji Subhas Institute of Technology, Bihta",Bihta,Aided/Private Engineering Colleges,https://www.nsit.in/,www.nsit.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
"Patna Sahib College of Engineering & Technology, Vaishali",Vaishali,Aided/Private Engineering Colleges,https://psgc.org/,psgc.org,medium,wikipedia:List_of_institutions_of_higher_education_in_Bihar
R.P. Sharma Institute of Technology,Patna,Aided/Private Engineering Colleges,https://rpsit.org.in/,rpsit.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Sityog Institute of Technology,Aurangabad,Aided/Private Engineering Colleges,https://www.sityog.edu.in/,www.sityog.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
Vidyadaan Institute of Technology and Management,Buxar,Aided/Private Engineering Colleges,https://www.vidyadaan.org/,www.vidyadaan.org,high,wikipedia:List_of_institutions_of_higher_education_in_Bihar
